-125.0,-432.5
-124.148,-429.519
-123.297,-426.538
-122.445,-423.557
-121.593,-420.576
-120.741,-417.595
-119.89,-414.614
-119.038,-411.633
-118.186,-408.652
-117.335,-405.671
-116.483,-402.69
-115.631,-399.709
-114.78,-396.728
-113.928,-393.747
-113.076,-390.767
-112.224,-387.786
-111.373,-384.805
-110.521,-381.824
-109.669,-378.843
-108.818,-375.862
-107.966,-372.881
-107.114,-369.9
-106.263,-366.919
-105.411,-363.938
-104.559,-360.957
-103.707,-357.976
-102.856,-354.995
-102.004,-352.014
-101.152,-349.033
-100.301,-346.052
-99.449,-343.071
-98.597,-340.09
-97.745,-337.109
-96.894,-334.128
-96.042,-331.147
-95.19,-328.166
-94.339,-325.185
-93.487,-322.204
-92.635,-319.223
-91.784,-316.242
-90.932,-313.262
-90.08,-310.281
-89.228,-307.3
-88.377,-304.319
-87.525,-301.338
-86.673,-298.357
-85.822,-295.376
-84.97,-292.395
-84.118,-289.414
-83.267,-286.433
-82.415,-283.452
-81.563,-280.471
-80.711,-277.49
-79.86,-274.509
-79.008,-271.528
-78.156,-268.547
-77.305,-265.566
-76.453,-262.585
-75.601,-259.604
-74.749,-256.623
-73.898,-253.642
-73.046,-250.661
-72.194,-247.68
-71.343,-244.699
-70.491,-241.718
-69.639,-238.737
-68.788,-235.757
-67.936,-232.776
-67.084,-229.795
-66.232,-226.814
-65.381,-223.833
-64.529,-220.852
-63.677,-217.871
-62.826,-214.89
-61.974,-211.909
-61.122,-208.928
-60.271,-205.947
-59.419,-202.966
-58.567,-199.985
-57.715,-197.004
-56.864,-194.023
-56.012,-191.042
-55.16,-188.061
-54.309,-185.08
-53.457,-182.099
-52.605,-179.118
-51.754,-176.137
-50.902,-173.156
-50.05,-170.175
-49.198,-167.194
-48.347,-164.213
-47.495,-161.232
-46.643,-158.252
-45.792,-155.271
-44.94,-152.29
-44.088,-149.309
-43.236,-146.328
-42.385,-143.347
-41.533,-140.366
-40.681,-137.385
-39.83,-134.404
-38.978,-131.423
-38.126,-128.442
-37.275,-125.461
-36.423,-122.48
-35.571,-119.499
-34.719,-116.518
-33.868,-113.537
-33.016,-110.556
-32.164,-107.575
-31.313,-104.594
-30.461,-101.613
-29.609,-98.632
-28.758,-95.651
-27.906,-92.67
-27.054,-89.689
-26.202,-86.708
-25.351,-83.727
-24.499,-80.746
-23.647,-77.766
-22.796,-74.785
-21.944,-71.804
-21.092,-68.823
-20.24,-65.842
-19.389,-62.861
-18.537,-59.88
-17.685,-56.899
-16.834,-53.918
-15.982,-50.937
-15.13,-47.956
-14.279,-44.975
-13.427,-41.994
-12.575,-39.013
-11.723,-36.032
-10.872,-33.051
-10.02,-30.07
-9.168,-27.089
-8.317,-24.108
-7.465,-21.127
-6.613,-18.146
-5.762,-15.165
-4.91,-12.184
-4.058,-9.203
-3.206,-6.222
-2.355,-3.241
-1.503,-0.261
-0.651,2.72
0.2,5.701
1.052,8.682
1.904,11.663
2.756,14.644
3.607,17.625
4.459,20.606
5.311,23.587
6.162,26.568
7.014,29.549
7.866,32.53
8.717,35.511
9.569,38.492
10.421,41.473
11.273,44.454
12.124,47.435
12.976,50.416
13.828,53.397
